iteration,isolation,commit_hint_first,thread_a_committed,thread_b_committed,thread_a_error,thread_b_error,invariant_ok,invariant_detail
826,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000826 attribute='s2_slot' is INFERRED, expected MEASURED"
827,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=2f59fbca-da7e-4fbf-914f-ef65f8195351, reason=kind_outranked -- payload={""value"": ""INFERRED_iter827"", ""writer"": ""kndb_native"", ""fact_id"": ""71741cc6-087a-4a9a-8b75-841a1478e1be"", ""provsql"": ""22fdeac1-e45e-4bfe-85f0-f90c5873fe9f"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:34.020187-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000827, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
828,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
829,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
830,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
831,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000831 attribute='s2_slot' is INFERRED, expected MEASURED"
832,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
833,SERIALIZABLE,A,1,1,,,1,
834,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
835,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000835 attribute='s2_slot' is INFERRED, expected MEASURED"
836,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
837,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000837 attribute='s2_slot' is INFERRED, expected MEASURED"
838,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000838 attribute='s2_slot' is INFERRED, expected MEASURED"
839,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
840,SERIALIZABLE,A,1,1,,,1,
841,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=cbbe3284-f449-46a3-9b4e-0787c50018b2, reason=kind_outranked -- payload={""value"": ""INFERRED_iter841"", ""writer"": ""kndb_native"", ""fact_id"": ""ee4722ee-0b66-4ebb-b39e-5cb1c2f9ebc9"", ""provsql"": ""45840753-ce56-4dbe-8105-f2fc5b61b7eb"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:34.136001-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000841, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
842,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
843,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
844,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
845,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
846,SERIALIZABLE,A,1,1,,,1,
847,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000847 attribute='s2_slot' is INFERRED, expected MEASURED"
848,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=9ba6756e-b4b9-45c4-9428-46bbeca9cf34, reason=kind_outranked -- payload={""value"": ""INFERRED_iter848"", ""writer"": ""kndb_native"", ""fact_id"": ""e33193c6-3f3c-4f1b-b173-74de1b97332d"", ""provsql"": ""0d64f202-0bce-4e2d-8483-bb20ba8d9f9c"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:34.195244-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000848, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
849,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=32b0b4bd-6189-463d-a4d5-2e4136fbfbd6, reason=kind_outranked -- payload={""value"": ""INFERRED_iter849"", ""writer"": ""kndb_native"", ""fact_id"": ""e7bb95d9-4179-42a4-b265-d1ef4bf8acaa"", ""provsql"": ""b80b08df-cfb3-40d6-9b5a-79a95b26d456"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:34.203564-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000849, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
850,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
851,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000851 attribute='s2_slot' is INFERRED, expected MEASURED"
852,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000852 attribute='s2_slot' is INFERRED, expected MEASURED"
853,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
854,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
855,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
856,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
857,SERIALIZABLE,A,1,1,,,1,
858,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000858 attribute='s2_slot' is INFERRED, expected MEASURED"
859,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
860,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
861,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000861 attribute='s2_slot' is INFERRED, expected MEASURED"
862,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=f322ca45-41fd-4f9b-aa82-e8bfd10e10df, reason=kind_outranked -- payload={""value"": ""INFERRED_iter862"", ""writer"": ""kndb_native"", ""fact_id"": ""f95a7c1b-ccc0-4f8a-b5e7-bf1450931234"", ""provsql"": ""bd0e04e3-103a-4712-a4de-5aa340647432"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:34.314559-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000862, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
863,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=f469f59d-40b1-4828-8c55-334eb2a75421, reason=kind_outranked -- payload={""value"": ""INFERRED_iter863"", ""writer"": ""kndb_native"", ""fact_id"": ""d6e29548-944f-47c2-b169-ee4dbb1a3ad3"", ""provsql"": ""b581fd6e-8da1-45e8-815b-223ac22577a7"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:34.322262-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000863, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
864,SERIALIZABLE,A,1,1,,,1,
865,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
866,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000866 attribute='s2_slot' is INFERRED, expected MEASURED"
867,SERIALIZABLE,A,1,1,,,1,
868,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000868 attribute='s2_slot' is INFERRED, expected MEASURED"
869,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
870,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
871,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=3d1b88a0-2c51-48a3-906c-c57f295bf662, reason=kind_outranked -- payload={""value"": ""INFERRED_iter871"", ""writer"": ""kndb_native"", ""fact_id"": ""9d78255f-0f85-48a8-95e9-689870fc7757"", ""provsql"": ""d5f9064d-72f2-49b1-8599-ab930568790b"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:34.388354-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000871, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
872,SERIALIZABLE,A,1,1,,,1,
873,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000873 attribute='s2_slot' is INFERRED, expected MEASURED"
874,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
875,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=5309d803-585d-45c3-987e-0f3fcfa99995, reason=kind_outranked -- payload={""value"": ""INFERRED_iter875"", ""writer"": ""kndb_native"", ""fact_id"": ""251eeb98-2495-41ee-8988-ba0a358d7046"", ""provsql"": ""ca75e180-1ebf-42bb-abfa-35acb7d55510"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:34.421579-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000875, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
